easting,northing,NLCD_code_plot,NLCD_plot_des,plotID,site,year,year_mo,mean.max.canopy.ht.aop,max.canopy.ht.aop,rumple.aop,deepgap.fraction.aop,cover.fraction.aop,top.rugosity.aop,vert.sd.aop,vertCV.aop,sd.sd.aop,entropy.aop,GFP.AOP.aop,VAI.AOP.aop,VCI.AOP.aop,q25.aop,q50.aop,latitude,longitude,NLCD_plot,NLCD_plot_Abb,shannon_exotic,evenness_exotic,nspp_exotic,shannon_notexotic,evenness_notexotic,nspp_notexotic,shannon_native,evenness_native,nspp_native,shannon_unknown,evenness_unknown,nspp_unknown,rel_cover_native,rel_cover_unknown,rel_cover_exotic,cover_native,cover_unknown,cover_exotic,rel_cover_notexotic,cover_notexotic,shannon_total,evenness_total,nspp_total,shannon_family,evenness_family,nfamilies,scale,invaded,turnover,nestedness,plotType,subtype,minElev,maxElev,slope,aspect,soilOrder
462929.959,3640222.598,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",TALL_025,TALL,2016,2016-05,21.09879016,32.074,3.383928587,0.124716553,0.875283447,6.987856394,8.396041178,0.476889083,3.087221971,0.738093267,0.923888016,4.969323043,0.738093267,12.505,19.041,32.899566,-87.396378,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,2.632016408,0.044610448,59,2.599626136,0.046421895,56,0.79631164,0.265437213,3,0.991926182,0.008073818,0,35.83333333,0.291666667,0,1,36.125,2.632016408,0.044610448,59,2.376114189,0.069885711,34,plot,not_invaded,0.803738318,0.066096393,distributed,basePlot,108.69,116.62,3.49,119.1,Entisols
317521.947,4879030.504,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",BART_013,BART,2018,2018-06,20.87277333,31.767,1.970567514,0.149659864,0.850340136,3.518682991,5.095113899,0.278950743,1.83871795,0.677074661,0.860632041,9.96851745,0.677074661,15.335,18.64,44.041737,-71.277598,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,1.075429645,0.107542964,10,1.017230043,0.11302556,9,0,0,1,0.986376022,0.013623978,0,22.625,0.3125,0,1,22.9375,1.075429645,0.107542964,10,1.013328597,0.1688881,6,plot,not_invaded,0.647058824,0.126526082,distributed,basePlot,406.58,424.14,14.04,272,
423824.536,3599965.931,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",DELA_026,DELA,2015,2015-07,20.83172656,26.879,1.941638958,0.129251701,0.870748299,3.141732617,5.743407577,0.306788051,2.796556315,0.638921126,0.890810708,6.23023538,0.638921126,16.48,19.97,32.534432,-87.8112,"Evergreen Forest, Woody Wetlands",EW,0.348832096,0.174416048,2,3.185731736,0.05589003,57,3.086727602,0.059360146,52,1.35687359,0.271374718,5,0.938612646,0.039287907,0.022099448,15.92708333,0.666666667,0.375,0.977900552,16.59375,3.22913883,0.054731167,59,2.840228665,0.07474286,38,plot,invaded,0.800995025,0.048345841,distributed,basePlot,24.57,31.86,0,0,Ultisols
386207.963,3520284.152,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_007,LENO,2017,2017-06,20.8031407,28.888,2.519274981,0.097505669,0.902494331,7.608559422,8.13553141,0.415674407,1.397220631,0.688226474,0.890519275,6.625572849,0.688226474,13.035,23.01,31.812516,-88.202238,"Deciduous Forest, Woody Wetlands",DW,0.336495758,0.168247879,2,2.697191601,0.047319151,57,2.585432346,0.049719853,52,0.854638271,0.170927654,5,0.9375,0.049157303,0.013342697,27.8125,1.458333333,0.395833333,0.986657303,29.27083333,2.736544404,0.046382109,59,2.452013033,0.074303425,33,plot,invaded,0.823244552,0.057083317,distributed,basePlot,9.8,16.8,0.29,105,Entisols
316443.143,4881730.835,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",BART_040,BART,2018,2018-06,20.77451399,25.476,1.943936321,0.108843537,0.891156463,2.629960198,4.823142034,0.267498983,3.199856057,0.635357216,0.856755896,8.11539259,0.635357216,15.64,18.71,44.06576,-71.29199,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,2.373893424,0.091303593,26,2.336361487,0.097348395,24,0.500402424,0.250201212,2,0.990039841,0.009960159,0,31.0625,0.3125,0,1,31.375,2.373893424,0.091303593,26,2.044727982,0.127795499,16,plot,not_invaded,0.770992366,0.043822448,tower,basePlot,254.51,262.76,2.06,208,
315303.699,4880828.963,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",BART_062,BART,2018,2018-06,20.60478663,25.761,2.016845698,0.117913832,0.882086168,3.004069704,4.338818492,0.246101886,1.514701086,0.630809775,0.785019102,13.71964949,0.630809775,14.34,17.59,44.057361,-71.305891,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,0.25622912,0.06405728,4,0.25622912,0.06405728,4,0,0,0,1,0,0,9.375,0,0,1,9.375,0.25622912,0.06405728,4,0.243498837,0.081166279,3,plot,not_invaded,0.625,0.114130435,distributed,basePlot,383.81,399.25,12.24,245.8,
741268.88,3452889.156,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",JERC_011,JERC,2019,2019-09,20.51338889,30.154,4.564762494,0.102040816,0.897959184,9.333407008,6.867960246,0.305996736,2.869585193,0.598684812,0.915201251,5.465139637,0.598684812,21.609,24.156,31.185207,-84.468204,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest",CDEM,0,0,1,3.41582347,0.034855342,98,3.338699626,0.038375858,87,1.865611688,0.186561169,10,0.978886756,0.020473448,0.000639795,63.75,1.333333333,0.041666667,0.99936143,65.20833333,3.418978091,0.034535132,99,2.22307516,0.079395541,28,plot,invaded,0.751968504,0.034472174,distributed,basePlot,36.8,38.97,0,0,Ultisols
271695.098,3950270.859,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_017,GRSM,2016,2016-07,20.49028283,30.092,2.95293231,0.102040816,0.897959184,6.092156318,7.411929883,0.42203809,2.014004734,0.743418665,0.849331784,11.25883612,0.743418665,12.16,17.5,35.669925,-83.522396,"Deciduous Forest, Evergreen Forest",DE,0,0,0,2.955477952,0.041048305,72,2.855645884,0.041386172,69,1.081925224,0.360641741,3,0.957941339,0.042058661,0,36.0625,1.583333333,0,1,37.64583333,2.955477952,0.041048305,72,2.639611491,0.067682346,39,plot,not_invaded,0.731808732,0.07391416,distributed,basePlot,504.61,508.78,4.57,235.7,Inceptisols
310452.205,4322797.309,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",UKFS_008,UKFS,2017,2017-06,20.39217903,23.871,1.916318273,0.113378685,0.886621315,2.521398605,5.720421288,0.314568841,2.595625517,0.557275577,0.887079635,5.761886125,0.557275577,17.5975,20.29,39.033692,-95.18991,"Deciduous Forest, Pasture/Hay",DPH,0.654227329,0.163556832,4,2.392063612,0.046001223,52,2.380672206,0.047613444,50,0.673011667,0.336505834,2,0.961051998,0.002007629,0.036940373,99.72916667,0.208333333,3.833333333,0.963059627,99.9375,2.485962791,0.044392193,56,2.231994161,0.071999812,31,plot,invaded,0.738938053,0.076686947,distributed,basePlot,280.06,285.47,0,0,Mollisols
260861.248,3951533.798,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",GRSM_019,GRSM,2016,2016-07,20.2749467,25.575,1.784347482,0.106575964,0.893424036,2.237096131,5.782380856,0.365967466,2.389676573,0.684527736,0.866848503,7.713789231,0.684527736,12.47,17.235,35.678734,-83.642356,"Deciduous Forest, Evergreen Forest",DE,0,0,0,1.606261176,0.055388316,29,1.606261176,0.055388316,29,0,0,0,1,0,0,26.33333333,0,0,1,26.33333333,1.606261176,0.055388316,29,1.111683988,0.065393176,17,plot,not_invaded,0.784482759,0.062143008,distributed,basePlot,545.84,552.59,9.65,124,Inceptisols
741268.88,3452889.156,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",JERC_011,JERC,2018,2018-09,20.27077551,29.991,4.845430951,0.111111111,0.888888889,9.245026967,11.18496599,0.623814668,5.885919071,0.554486827,0.958520369,2.629045071,0.554486827,0.57,23.17,31.185207,-84.468204,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest",CDEM,1.060856947,0.353618982,3,3.378974486,0.032180709,105,3.330555317,0.036201688,92,0.63473041,0.052894201,12,0.874410245,0.123567738,0.002022018,81.08333333,11.45833333,0.1875,0.997982063,92.72916667,3.388835241,0.031378104,108,2.055482829,0.070878718,29,plot,invaded,0.809756098,0.021412734,distributed,basePlot,36.8,38.97,0,0,Ultisols
306575.232,5121385.639,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",UNDE_035,UNDE,2019,2019-06,20.27012245,23.224,1.535924973,0.111111111,0.888888889,2.261167242,4.463568518,0.258130326,1.618682736,0.600330428,0.836620055,8.454604792,0.600330428,15.76275,18.344,46.218532,-89.50791,"Deciduous Forest, Mixed Forest, Woody Wetlands",DMW,0,0,1,2.289345323,0.143084083,16,2.204191898,0.169553223,13,1.039720771,0.34657359,3,0.970238095,0.023809524,0.005952381,10.1875,0.25,0.0625,0.994047619,10.4375,2.312152683,0.136008981,17,1.870009208,0.187000921,10,plot,invaded,0.666666667,0.113149847,distributed,basePlot,516.94,524.39,0.86,48.1,Spodosols
314672.622,4881280.215,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",BART_026,BART,2019,2019-07,20.24153652,25.388,2.180562275,0.099773243,0.900226757,2.578192896,6.621919048,0.419000421,2.196063004,0.674557786,0.896284967,5.538986554,0.674557786,12.86,17.985,44.061261,-71.313922,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,1.856220194,0.088391438,21,1.504298361,0.088488139,17,0.685711305,0.171427826,4,0.767596282,0.232403718,0,12.04166667,3.645833333,0,1,15.6875,1.856220194,0.088391438,21,1.144430953,0.114443095,10,plot,not_invaded,0.571428571,0.153762268,distributed,basePlot,502.47,521.25,10.98,207.1,
423614.102,3599336.529,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_015,DELA,2016,2016-06,20.21911873,23.873,1.70813672,0.140589569,0.859410431,2.207994263,5.361659316,0.311447222,3.778986707,0.616182414,0.872776025,6.38794402,0.616182414,15.332,18.911,32.52874,-87.813389,"Evergreen Forest, Woody Wetlands",EW,0.996178238,0.249044559,4,2.78464152,0.060535685,46,2.854333008,0.075114027,38,0.325992761,0.046570394,7,0.730769231,0.250874126,0.018356643,17.41666667,5.979166667,0.4375,0.981675393,23.4375,2.843313768,0.056866275,50,2.668105997,0.072110973,37,plot,invaded,0.813186813,0.026435828,distributed,basePlot,22.24,28.01,0,0,Entisols
387228.901,3520647.403,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_015,LENO,2017,2017-06,20.19412091,26.762,2.230995124,0.099773243,0.900226757,3.316189721,5.460347465,0.298661787,3.157698293,0.62646403,0.874841686,7.180460746,0.62646403,16.69,20,31.815894,-88.191496,"Deciduous Forest, Woody Wetlands",DW,0,0,0,3.426997904,0.05808471,59,3.416963534,0.065710837,52,0.856765444,0.122395063,7,0.819499341,0.180500659,0,12.95833333,2.854166667,0,1,15.8125,3.426997904,0.05808471,59,2.936269842,0.083893424,35,plot,not_invaded,0.749262537,0.086644799,distributed,basePlot,9.19,15.56,0.34,125,Entisols
541884.058,4135860.615,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",MLBS_003,MLBS,2017,2017-08,20.19155,23.395,1.337886408,0.138321995,0.861678005,1.204517296,6.795345845,0.41555335,3.51112948,0.560615415,0.908028171,4.623204573,0.560615415,15.9225,19.48,37.368528,-80.526975,Deciduous Forest,D,0,0,1,1.040168025,0.034672267,30,0.912429868,0.033793699,27,0.281251513,0.093750504,3,0.965274725,0.034285714,0.00043956,91.5,3.25,0.041666667,0.99956044,94.75,1.043547958,0.033662837,31,1.011509495,0.048167119,21,plot,invaded,0.659574468,0.107698259,distributed,basePlot,1218.46,1225.68,7.92,349.44,Ultisols
462837.221,3642382.273,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",TALL_012,TALL,2016,2016-05,20.12352273,28.513,3.842413107,0.102040816,0.897959184,7.105248548,7.944535633,0.430478421,2.866055651,0.674378685,0.920032919,4.746470565,0.674378685,14.421,21.394,32.919044,-87.397457,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0.562335145,0.281167572,2,2.301334502,0.06219823,37,2.28078536,0.065165296,35,0.693147181,0.34657359,2,0.987473904,0.004175365,0.008350731,19.70833333,0.083333333,0.166666667,0.991649269,19.79166667,2.335089992,0.059874102,39,1.970155091,0.089552504,22,plot,invaded,0.85620915,0.029801212,distributed,basePlot,130.95,136.26,4.8,319.4,Entisols
387771.315,3519891.048,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_010,LENO,2017,2017-06,20.1151447,30.319,4.038101161,0.12244898,0.87755102,6.065725624,8.275259585,0.509830825,4.100675099,0.728391798,0.898941196,7.215067629,0.728391798,7.235,17.45,31.809125,-88.185679,"Deciduous Forest, Woody Wetlands",DW,0.693147181,0.34657359,2,2.775910584,0.046265176,60,2.532298072,0.04869804,52,1.672564362,0.209070545,8,0.893100097,0.103012634,0.003887269,19.14583333,2.208333333,0.083333333,0.996112731,21.35416667,2.793268558,0.045052719,62,2.476473746,0.066931723,37,plot,invaded,0.809116809,0.072925444,distributed,basePlot,8.61,13.19,0.34,171,Entisols
314672.622,4881280.215,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",BART_026,BART,2018,2018-06,20.08976336,25.308,2.156219376,0.108843537,0.891156463,2.611484387,6.440551668,0.410390484,2.401208989,0.686446257,0.886833355,6.08841406,0.686446257,12.09,17.48,44.061261,-71.313922,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,1.423009056,0.079056059,18,1.225962636,0.081730842,15,0.913913518,0.304637839,3,0.944514502,0.055485498,0,31.20833333,1.833333333,0,1,33.04166667,1.423009056,0.079056059,18,1.108846624,0.12320518,9,plot,not_invaded,0.594059406,0.125118676,distributed,basePlot,502.47,521.25,10.98,207.1,
576221.694,5075796.245,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_003,WREF,2018,2018-07,20.03445293,45.524,3.731672139,0.108843537,0.891156463,7.569558808,7.317057129,0.508886946,1.152903689,0.742308808,0.934490406,6.570150539,0.742308808,10.33,14.61,45.831516,-122.018608,Evergreen Forest,E,0,0,0,1.523065614,0.046153503,33,1.468259506,0.048941984,30,0.950270539,0.316756846,3,0.989010989,0.010989011,0,18.75,0.208333333,0,1,18.95833333,1.523065614,0.046153503,33,1.191909099,0.074494319,16,plot,not_invaded,0.621359223,0.240342904,distributed,basePlot,597.04,608.71,4,45,
315118.02,4880438.49,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",BART_030,BART,2018,2018-06,20.03365517,25.713,1.877725386,0.145124717,0.854875283,2.425767209,4.925030014,0.290924597,2.162735996,0.645533373,0.871755685,7.559919844,0.645533373,14.46,17.88,44.053801,-71.308071,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,1.045391057,0.14934158,7,0.860961723,0.14349362,6,0,0,1,0.935064935,0.064935065,0,4.5,0.3125,0,1,4.8125,1.045391057,0.14934158,7,0.780803903,0.156160781,5,plot,not_invaded,0.545454545,0.213581599,distributed,basePlot,491.15,510.73,13.22,165.3,
581129.436,5075043.871,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_070,WREF,2018,2018-07,19.98058524,41.826,3.756854017,0.108843537,0.891156463,11.44069745,11.08665745,0.612933136,2.628911811,0.809967811,0.938565874,5.827975502,0.809967811,7.17,20.955,45.824185,-121.955555,Evergreen Forest,E,0,0,0,1.967374691,0.047984749,41,1.940170149,0.051057109,38,0.927617334,0.309205778,3,0.994815071,0.005184929,0,59.95833333,0.3125,0,1,60.27083333,1.967374691,0.047984749,41,1.690571348,0.084528567,20,plot,not_invaded,0.688644689,0.106536034,tower,basePlot,361.71,367.33,0,0,
283966.054,3954110.594,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",GRSM_024,GRSM,2016,2016-07,19.90784392,27.006,2.834991329,0.142857143,0.857142857,4.57344587,6.348052191,0.373933605,2.448252722,0.710403471,0.85711012,8.553332238,0.710403471,13.02,18.415,35.707279,-83.387962,"Deciduous Forest, Evergreen Forest",DE,0,0,0,1.518942809,0.07594714,20,1.518942809,0.07594714,20,0,0,0,1,0,0,30.77083333,0,0,1,30.77083333,1.518942809,0.07594714,20,0.840869654,0.064682281,13,plot,not_invaded,0.575757576,0.153711023,distributed,basePlot,613.1,632.56,10.81,302.4,Ultisols
576221.694,5075796.245,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_003,WREF,2019,2019-07,19.76963065,44.384,3.967310944,0.097505669,0.902494331,7.598582076,7.440586715,0.486858347,1.136421832,0.743280374,0.924109911,7.688798119,0.743280374,11.212,15.3145,45.831516,-122.018608,Evergreen Forest,E,0,0,0,0.590034296,0.084290614,7,0.432584145,0.086516829,5,0.376770161,0.188385081,2,0.962616822,0.037383178,0,12.875,0.5,0,1,13.375,0.590034296,0.084290614,7,0.431343065,0.086268613,5,plot,not_invaded,0.555555556,0.266666667,distributed,basePlot,597.04,608.71,4,45,
423527.559,3599696.611,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_004,DELA,2016,2016-06,19.7252381,25.257,1.971557395,0.142857143,0.857142857,2.231420122,6.180016734,0.394297642,2.546649223,0.657483427,0.903726059,5.167571062,0.657483427,12.481,17.5155,32.531982,-87.81434,"Evergreen Forest, Woody Wetlands",EW,0.11803904,0.039346347,3,2.486506365,0.054054486,46,2.203463704,0.056499069,39,1.03565651,0.172609418,6,0.631637168,0.13550885,0.232853982,23.79166667,5.104166667,8.770833333,0.768299395,29.08333333,2.479054103,0.050592941,49,2.232560425,0.072018078,31,plot,invaded,0.754521964,0.057359224,distributed,basePlot,24.03,26.7,0,0,Entisols
423614.102,3599336.529,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_015,DELA,2015,2015-07,19.6957635,23.669,1.730219967,0.117913832,0.882086168,2.169984444,4.970348891,0.286326111,3.997837034,0.609502229,0.863933335,6.872270866,0.609502229,15.52,18.61,32.52874,-87.813389,"Evergreen Forest, Woody Wetlands",EW,0.410116318,0.205058159,2,3.341517286,0.071096112,47,3.214369992,0.08035925,40,1.316953852,0.219492309,6,0.745136187,0.227626459,0.027237354,7.979166667,2.4375,0.291666667,0.973128599,10.5625,3.386439122,0.069111002,49,2.918776366,0.085846364,34,plot,invaded,0.832951945,0.019870636,distributed,basePlot,22.24,28.01,0,0,Entisols
261255.041,3952039.441,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",GRSM_013,GRSM,2016,2016-07,19.63326702,27.924,2.296196214,0.133786848,0.866213152,3.471241459,6.138327893,0.398197747,2.201356514,0.692383031,0.898483243,6.16592973,0.692383031,11.6825,16.58,35.683384,-83.638159,"Deciduous Forest, Evergreen Forest",DE,0,0,0,2.636755408,0.064311108,41,2.615156573,0.067055297,39,0.693147181,0.34657359,2,0.995079951,0.004920049,0,16.85416667,0.083333333,0,1,16.9375,2.636755408,0.064311108,41,1.8850815,0.07540326,25,plot,not_invaded,0.786516854,0.075801987,distributed,basePlot,548.13,565.66,12.41,135,Inceptisols
581129.436,5075043.871,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_070,WREF,2019,2019-07,19.63157216,41.698,3.690607117,0.120181406,0.879818594,11.78765785,11.10492937,0.608312419,2.2934196,0.812180416,0.944302092,4.976573378,0.812180416,7.5105,21.013,45.824185,-121.955555,Evergreen Forest,E,0,0,0,1.853828899,0.102990494,18,1.825454996,0.114090937,16,0.636514168,0.318257084,2,0.994296578,0.005703422,0,32.6875,0.1875,0,1,32.875,1.853828899,0.102990494,18,1.698486846,0.130652834,13,plot,not_invaded,0.666666667,0.136363636,tower,basePlot,361.71,367.33,0,0,
297788.655,5041109.037,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",TREE_041,TREE,2019,2019-06,19.6190403,26.154,3.79788864,0.099773243,0.900226757,5.563978672,5.103231479,0.281784262,1.853724252,0.646998898,0.865802685,7.3531287,0.646998898,15.849,19.13,45.494189,-89.587993,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands",DEMW,0,0,1,2.291082177,0.088118545,26,2.216139532,0.100733615,22,1.214889654,0.303722413,4,0.978991597,0.018907563,0.00210084,29.125,0.5625,0.0625,0.99789916,29.6875,2.301320169,0.08523408,27,1.929772392,0.137840885,14,plot,invaded,0.71641791,0.071291587,tower,basePlot,464.27,466.19,0,0,Spodosols
424363.581,3599700.303,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_001,DELA,2016,2016-06,19.46955733,27.396,2.477992686,0.149659864,0.850340136,4.29538597,6.289825272,0.380199435,2.719431087,0.696192539,0.897308386,6.009983198,0.696192539,13.42925,17.0135,32.532072,-87.805439,"Evergreen Forest, Woody Wetlands",EW,0.585952618,0.292976309,2,3.060385925,0.052765275,58,2.944287108,0.058885742,50,1.571359505,0.224479929,7,0.95542522,0.031671554,0.012903226,33.9375,1.125,0.458333333,0.987172012,35.27083333,3.097269611,0.05162116,60,2.366758372,0.076347044,31,plot,invaded,0.790697674,0.05001029,distributed,basePlot,22.57,28.55,0,0,Ultisols
424363.581,3599700.303,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_001,DELA,2017,2017-06,19.46775443,27.406,2.361959354,0.10430839,0.89569161,4.126003908,5.844140157,0.336084459,3.994168523,0.676185943,0.889109695,6.555127865,0.676185943,14.45,17.6,32.532072,-87.805439,"Evergreen Forest, Woody Wetlands",EW,0.450561209,0.225280604,2,2.710047459,0.043016626,63,2.671235114,0.046055778,58,1.039720771,0.34657359,3,0.992567819,0.002972873,0.004459309,55.64583333,0.166666667,0.25,0.99556541,56.125,2.728480334,0.041976621,65,2.081456008,0.0650455,32,plot,invaded,0.790123457,0.047197117,distributed,basePlot,22.57,28.55,0,0,Ultisols
318753.657,4881102.401,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",BART_081,BART,2018,2018-06,19.39027692,23.501,1.585715962,0.115646259,0.884353741,2.124142075,4.200372889,0.246334379,2.245014534,0.612592541,0.820774031,9.601473939,0.612592541,14.84,17.97,44.060682,-71.262947,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0,0,0,0.912618128,0.182523626,5,0.912618128,0.182523626,5,0,0,0,1,0,0,4.8125,0,0,1,4.8125,0.912618128,0.182523626,5,0.887818875,0.221954719,4,plot,not_invaded,0.833333333,0.03968254,distributed,basePlot,407.47,421.34,11.09,106,
459899.092,3642739.859,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",TALL_002,TALL,2016,2016-05,19.33293687,27.842,2.382880031,0.102040816,0.897959184,3.666757977,5.64283285,0.336012029,2.239554307,0.683093375,0.878531,7.177920911,0.683093375,14.0555,17.14,32.922166,-87.428895,"Deciduous Forest, Evergreen Forest, Mixed Forest",DEM,0.562335145,0.281167572,2,3.040531278,0.048262401,63,2.975485248,0.048778447,61,0.43815932,0.21907966,2,0.94902294,0.037383178,0.013593883,23.27083333,0.916666667,0.333333333,0.986406117,24.1875,3.078772384,0.047365729,65,2.44286019,0.076339381,32,plot,invaded,0.814049587,0.047275529,distributed,basePlot,107.71,122.29,6.73,321.9,Entisols
367352.534,4302994.733,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,SERC_024,SERC,2016,2016-07,19.3294748,30.868,3.772255638,0.145124717,0.854875283,7.017944003,8.261700663,0.504701491,3.28690881,0.751409144,0.921671234,4.964976538,0.751409144,11.0925,17.16,38.865796,-76.528949,"Cultivated Crops, Deciduous Forest",CD,0.662634458,0.073626051,9,2.879147334,0.059982236,48,2.733574445,0.066672547,41,1.508327023,0.215475289,7,0.381320949,0.022187822,0.596491228,15.39583333,0.895833333,24.08333333,0.403508772,16.29166667,2.231425574,0.039147817,57,2.050787186,0.062145066,33,plot,invaded,0.733333333,0.054854039,distributed,basePlot,2.74,7.4,0.31,302.38,Ultisols
424515.024,3599903.242,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,DELA_006,DELA,2015,2015-07,19.30692947,27.853,2.101954342,0.099773243,0.900226757,4.824028512,5.534997975,0.313251193,2.318205932,0.678253025,0.836287167,10.46364275,0.678253025,13.4,16.875,32.533913,-87.803842,"Evergreen Forest, Woody Wetlands",EW,1.222650045,0.305662511,4,3.795268997,0.069004891,55,3.713222952,0.072808293,51,1.009613758,0.336537919,3,0.9025,0.0375,0.06,7.520833333,0.3125,0.5,0.941031941,7.979166667,3.867685259,0.065553987,59,3.225233307,0.097734343,33,plot,invaded,0.845833333,0.044211243,distributed,basePlot,24.24,27.46,0,0,Ultisols
